id,plu,category,commodity,variety,size,botanical,aka
1485,3497,Fruits,GRAPES,IFG Core Black Seedless ,All Sizes,Vitis vinifera,"IFG One (Sweet Surrender®), IFG Eight (Sweet Enchantment®), IFG Thirteen (Sweet Secrets®), IFG Fifteen (Sweet Surprise®), IFGSixteen (Sweet Surprise®), IFG Seventeen (Sweet Joy®), IFG Twenty-Five (Sweet Magic®), IFG Twenty-Six (Sweet Bond®) "
1486,3498,Fruits,GRAPES,IFG Core Green Seedless,All Sizes,Vitis vinifera,"IFG Two (Sweet Sunshine®), IFG Ten (Sweet Globe®), IFG Eleven (Sugar Crisp®)"
1487,3499,Fruits,GRAPES,IFG Novelty Red Seedless,All Sizes,Vitis vinifera,"IFG Fourteen (Sweet Mayabelle®), IFG Eighteen (Sweet Nectar®), IFG Nineteen (Candy Hearts®), IFG Twenty-One (Candy Snaps®), IFG Twenty-Three (Candy Drops®)"
1488,3500,Fruits,GRAPES,IFG Novelty Black Seedless,All Sizes,Vitis vinifera,"IFG Six (Sweet Sapphire®). IFG Twelve (Funny Fingers®), IFG Twenty (Candy Crunch®), IFG Twenty-Two (Candy Dream®s)"
1489,3501,Fruits,GRAPES,IFG Novelty Green Seedless,All Sizes,Vitis vinifera,IFG Seven (Cotton Candy®)
1490,3502,Fruits,GRAPES,ARRA TWENTYSEVEN,All Sizes,Vitis vinifera,"ARRA 27, Mystic Star"
1491,3503,Fruits,GRAPES,ARRA TWENTYEIGHT,All Sizes,Vitis vinifera,Passion Punch™
1492,3504,Fruits,GRAPES,ARRA THIRTY,All Sizes,Vitis vinifera,Sugardrop
1493,3505,Fruits,GRAPES,ARRA THIRTYTWO,All Sizes,Vitis vinifera,Mystic Dream
1494,3506,Fruits,GRAPES,Sweet Scarlet,All Sizes,Vitis vinifera,Muscato Amore™
1495,3494,Fruits,MELON,Watermelon - Yellow Mini Seedless,3-7 LBS,Citullus lanatus,Sunny Gold™
1496,3507,Fruits,APPLES,WA 38,All Sizes,Malus domestica,Cosmic Crisp®
1497,3508,Fruits,GRAPES,Thomcord,All Sizes,Vitus vinifera,"Grape Jammers™, Jelly Drops™, California Thomcord™, A29-67"
1498,3509,Fruits,AVOCADOS,GEM,All Sizes,Persea americana,
1499,3510,Fruits,APPLES,Ambrosia,Small,Malus domestica,
1500,3511,Fruits,APPLES,WA 2,All sizes,Malus domestica,"Crimson Delight™, Sunrise Magic®"
1501,3512,Vegetables,TOMATOES,Round,All sizes,Solanum Lycopersicum,Tasti-Lee™
1502,3518,Fruits,PEARS,Oksana,All sizes,Pyrus communis,Xenia
1503,3519,Fruits,APPLES,R10-45,All sizes,Malus domestica,Wild Twist
1505,3520,Vegetables,ONIONS,SK-20,All sizes,Allium cepa,"Smileball, Goldies, Onique, SweetNothings, Loving’Onions"
1506,3513,Fruits,APPLES,Shinano Gold,All sizes,Malus domestica,yello®
1507,3514,Fruits,APPLES,Fengapi,All sizes,Malus domestica,Tessa®
1509,3516,Fruits,APPLES,PremA 153,Large,Malus domestica,Lemonade®
1511,3521,Fruits,APPLES,Regal D5-100,All sizes,Malus domestica,Karma®
1512,3522,Fruits,PEARS,HW624,All sizes,Pyrus communis,
1513,3523,Fruits,APPLES,SQ 159,All sizes,Malus domestica,"Magic Star, Natyra, Kentish Kiss, Sprank, "
1514,3524,Fruits,TANGERINES/MANDARINS,C37,All sizes,Citrus spp.,Noble Juicy Crunch
1515,3525,Fruits,APPLES,CN121,Small,Malus domestica,SugarBee
1516,3526,Fruits,APPLES,Howell TC2,All sizes,Malus domestica,LucyRose
1517,3527,Fruits,APPLES,Howell TC3,All sizes,Malus domestica,LucyGlo
1518,3528,Fruits,APPLES,Regal D17-121,All sizes,Malus domestica,Hunnyz
1519,3529,Fruits,APPLES,PremA 129,All sizes,Malus domestica,Dazzle
1520,3530,Fruits,GRAPES,Jupiter,All sizes,Vitis vinifera,
1521,3531,Fruits,GRAPES,Sugra Family Black Seedless,All sizes,Vitis vinifera,Sugrafortynine
1522,3532,Fruits,GRAPES,Sugra Family Green Seedless,All sizes,Vitis vinifera,SugraFiftySix
1523,3533,Fruits,GRAPES,Sugra Family Novelty Seedless,All sizes,Vitis vinifera,SugraFiftyFour
1524,3534,Fruits,GRAPES,Sugra Family Red Seedless,All sizes,Vitis vinifera,SugraFiftyThree
1525,3535,Vegetables,ONIONS,Sweetheart,All sizes,Allium Cepa,Wicked Sweet Tearless Red
1526,3536,Fruits,PLUMS,Sweet Pixie,All sizes,Prunus spp.,Verry Cherry
1527,3539,Fruits,APPLES,IFORED Y Series,All sizes,Malus domestica,"Y101, Y103"
1528,3537,Fruits,APPLES,MAIA-L,All sizes,Malus domestica,Ludacrisp
1529,3538,Fruits,APPLES,Ipador,All sizes,Malus domestica,GIGA®
1530,3540,Fruits,APPLES,IFORED R Series,All sizes,Malus domestica,"R201, R202, R203, R204"
1531,3541,Fruits,APPLES,CIVM49,All sizes,Malus domestica,RedPop®
1533,3543,Fruits,LEMONS,Seedless,Small,Citrus limon,Wonderful® Seedless 
1534,3544,Fruits,LEMONS,Seedless,Medium,Citrus limon,Wonderful® Seedless
1535,3545,Fruits,LEMONS,Seedless,Large,Citrus limon,Wonderful® Seedless
1536,3546,Fruits,APPLES,DS 102,All sizes,Malus domestica,Honeymoon™
1537,3547,Fruits,APPLES,HC 2-1,All sizes,Malus domestica,Zingy®
1538,3548,Fruits,APPLES,Inored,All sizes,Malus domestica,Lolipop®
1539,3549,Fruits,CHERRIES,HR87,All sizes,Prunus avium,Timberline
1540,3550,Fruits,CHERRIES,RL 100,All sizes,Prunus avium,Audra Rose
1541,3551,Fruits,PITAHAYA,Red flesh,All sizes,Hylocereus lindatus,Fire Dragons
1542,3552,Fruits,GRAPES,ARDTHIRTYSIX,All sizes,Vitus vinifera,ARRA Cherry Crush
1543,3553,Fruits,ORANGES,M4,All sizes,Citrus spp.,Dulce Navels ™
1544,3554,Fruits,APPLES,Orléans,All sizes,Malus domestica,
1545,3555,Fruits,APPLES,Rosinette,All sizes,Malus domestica,
1546,3556,Fruits,TANGERINES/MANDARINS,Tango Seedless,All sizes,Citrus spp.,Tangold
1547,3557,Fruits,APPLES,Wurtwinning,All sizes,Malus domestica,Bloss®
1548,3558,Fruits,NECTARINE,Star Fruits Family White Flesh,All sizes,Prunus persica,Monalise; Monrun
1549,3559,Fruits,NECTARINE,Star Fruits Family Yellow Flesh,All sizes,Prunus persica,Dorafine
